OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
xATSGeneratorVeryLowBatteryVoltDuringCrankAlarmCleared,1.3.6.1.4.1.3180.438,,,notificationtype,,"INFORMATIONAL: The generator's high battery voltage while cranking condition has been cleared. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorEStop,1.3.6.1.4.1.3180.439,,,notificationtype,,"SEVERE: The generator's emergency stop input has been activated. After the emergency stop signal has been removed, the E-Stop condition must be cleared before the generator can be started again. E-Stop conditions can only be cleared via the generator front panel. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code. The fourth argument is the type of E-Stop (1=LOCAL, 2=REMOTE)."
xATSGeneratorEStopCleared,1.3.6.1.4.1.3180.440,,,notificationtype,,"INFORMATIONAL: The generator's emergency stop condition has been cleared. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code. The fourth argument is the type of E-Stop (1=LOCAL, 2=REMOTE)."
xATSGeneratorHighBatteryVolt,1.3.6.1.4.1.3180.441,,,notificationtype,,"WARNING: The generator's battery voltage has been detected as high. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorHighBatteryVoltCleared,1.3.6.1.4.1.3180.442,,,notificationtype,,"INFORMATIONAL: The detected high battery voltage has been cleared, on the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowBatteryVolt,1.3.6.1.4.1.3180.443,,,notificationtype,,"SEVERE: The generator's battery voltage has been detected as low. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowBatteryVoltCleared,1.3.6.1.4.1.3180.444,,,notificationtype,,"INFORMATIONAL: The detected low battery voltage has been cleared, on the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorControlSwitchNotAuto,1.3.6.1.4.1.3180.445,,,notificationtype,,"SEVERE: The control switch on the generator is not in auto position. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorControlSwitchNotAutoCleared,1.3.6.1.4.1.3180.446,,,notificationtype,,"INFORMATIONAL: The control switch on the generator is in auto position. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowOilPressure,1.3.6.1.4.1.3180.447,,,notificationtype,,"SEVERE: The generator's oil pressure has been detected as low. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowOilPressureCleared,1.3.6.1.4.1.3180.448,,,notificationtype,,"INFORMATIONAL: The detected low oil pressure has been cleared, on the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorVeryLowOilPressure,1.3.6.1.4.1.3180.449,,,notificationtype,,"SEVERE: The generator's oil pressure has been detected as very low. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorVeryLowOilPressureCleared,1.3.6.1.4.1.3180.450,,,notificationtype,,"INFORMATIONAL: The detected v.low oil pressure has been cleared, on the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorOverload,1.3.6.1.4.1.3180.451,,,notificationtype,,"SEVERE: The generator is overloaded. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorOverloadCleared,1.3.6.1.4.1.3180.452,,,notificationtype,,"INFORMATIONAL: The generator is running within loading limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowACVEvent,1.3.6.1.4.1.3180.453,,,notificationtype,,"SEVERE: The generator AC voltage is outside the acceptable bounds. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowACVEventCleared,1.3.6.1.4.1.3180.454,,,notificationtype,,"INFORMATIONAL: The generator AC voltage is within normal bounds. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorHighACVEvent,1.3.6.1.4.1.3180.455,,,notificationtype,,"SEVERE: The generator AC voltage is outside the acceptable bounds. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorHighACVEventCleared,1.3.6.1.4.1.3180.456,,,notificationtype,,"INFORMATIONAL: The generator AC voltage is within normal bounds. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorOverspeed,1.3.6.1.4.1.3180.457,,,notificationtype,,"SEVERE: The generator is running over the acceptable RPM. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorOverspeedCleared,1.3.6.1.4.1.3180.458,,,notificationtype,,"INFORMATIONAL: The generator overspeed shutdown has been cleared. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorEngineCold,1.3.6.1.4.1.3180.459,,,notificationtype,,"SEVERE: The generator engine is cold, may not start. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorEngineColdCleared,1.3.6.1.4.1.3180.460,,,notificationtype,,"INFORMATIONAL: The engine is not cold to start. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorOutputBreakerOpen,1.3.6.1.4.1.3180.461,,,notificationtype,,"SEVERE: The generators output breaker has been detected as open. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorOutputBreakerOpenCleared,1.3.6.1.4.1.3180.462,,,notificationtype,,"INFORMATIONAL: The engine is not cold to start. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowFuelLevelAlarm,1.3.6.1.4.1.3180.463,,,notificationtype,,"WARNING: The tank fuel level is below the limits specified in the xATSGeneratorFuelSystemLowFuelLevelThreshold OID. The first argument is the host device serial number. The second argument is the host device name. The third argument is the measured fuel level in percent of full."
